id,area,feature,current_status,user_story,expected_behavior,verify_method,hist_status,hist_loop1,hist_errors,hist_loop2,code_basis,r2_test_status,r2_test_evidence,r2_defects,r2_fix_location,r2_retest_status,r2_retest_evidence,r2_blocker
MAN-22,manage,handoff packet build,pass,作为系统，我希望按 work 聚合输入、工件分享包与源信息，生成交接包。,canonicalWorkId 后聚合 scope 内 inputs/artifacts/source；buildSharePackage 过滤不可分享；返回 schema_version=1 的包。,代码审查；由 createHandoff 间接覆盖,,,,,src/manage/handoff.ts:buildHandoffPacket,not-run,"createHandoff 内部调用并在返回 packet 中体现，无独立调用断言
[audit-confirmed] createHandoff 返回 packet 被断言：remote-handoff 断言 packet.workspace/gaps/risk，handoff 断言 state=ready_to_launch
[audit-confirmed] createHandoff 返回 packet 被断言：remote-handoff 断言 packet.workspace/gaps/risk，handoff 断言 state=ready_to_launch",,,pass,audit confirmed: test/manage-handoff.test.ts + test/manage-remote-handoff.test.ts | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
MAN-23,manage,handoff creation,pass,作为调度者，我希望对可交接的 work 创建一条 ready_to_launch 的交接记录；危险状态需隔离+审批理由。,校验 target_agent/target_host；预检不通过且无 allowed 则抛冲突；需 isolate 且缺 override_reason/actor 抛 confirmation_required；通过后插入 mgmt_handoffs(state=ready_to_launch) 并返回 handoff_id/packet/gaps。,bun test test/manage-handoff.test.ts / test/manage-remote-handoff.test.ts,,,,,src/manage/handoff.ts:createHandoff,pass,"test/manage-handoff.test.ts 4 pass/0 fail
[audit-confirmed] confirmation_required, ready_to_launch, conflict on no-allowed asserted; remote-handoff asserts packet.workspace/gaps/risk
[audit-confirmed] confirmation_required, ready_to_launch, conflict on no-allowed asserted; remote-handoff asserts packet.workspace/gaps/risk",,,pass,"test/manage-handoff.test.ts 4 pass/0 fail
[audit-confirmed] confirmation_required, ready_to_launch, conflict on no-allowed asserted; remote-handoff asserts packet.workspace/gaps/risk
[audit-confirmed] confirmation_required, ready_to_launch, conflict on no-allowed asserted; remote-handoff asserts... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-24,manage,handoff abandon,pass,作为人，我希望在交接前明确放弃一次交接并记录原因，使其不再处于待启动状态。,空 reason 抛 invalid；把非 ended/abandoned 的 handoff 置 abandoned 并写 override_reason；已终态再次放弃抛 not_found。,bun test test/manage-identity.test.ts,,,,,src/manage/handoff.ts:abandonHandoff,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] abandonHandoff asserts empty reason throw, state=abandoned, second abandon throw
[audit-confirmed] abandonHandoff asserts empty reason throw, state=abandoned, second abandon throw",,,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] abandonHandoff asserts empty reason throw, state=abandoned, second abandon throw
[audit-confirmed] abandonHandoff asserts empty reason throw, state=abandoned, second abandon throw | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-25,manage,launch command construction,pass,作为系统，我希望为不同目标 agent 生成正确的启动命令（含系统提示与包路径）。,pi→pi -p --append-system-prompt ... @packetPath prompt；omp→加 --cwd；claude→把 packet 文本内联；不支持的 agent 抛 invalid。,bun test test/manage-remote-handoff.test.ts,,,,,src/manage/launch.ts:handoffCommand,pass,"test/manage-remote-handoff.test.ts 7 pass/0 fail
[audit-confirmed] handoffCommand asserts pi/omp @packetPath and claude inline packet without --cwd
[audit-confirmed] handoffCommand asserts pi/omp @packetPath and claude inline packet without --cwd",,,pass,"test/manage-remote-handoff.test.ts 7 pass/0 fail
[audit-confirmed] handoffCommand asserts pi/omp @packetPath and claude inline packet without --cwd
[audit-confirmed] handoffCommand asserts pi/omp @packetPath and claude inline packet without --cwd | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-26,manage,local launch executor,pass,作为系统，我希望在本机用 Bun.spawn 后台拉起新 agent 进程并返回 pid 回执。,"spawn argv（cwd/env/stdin ignore），unref 后返回 {pid, receipt:pid:N}；ENOENT/EACCES/ENOTDIR 标记 no_effect。",代码审查；真实 spawn 不直接断言,,,,,src/manage/launch.ts:localLaunchExecutor,pass,"启动真实进程，由 launchHandoff 注入 fake executor 覆盖主流程
[audit-downgraded] 需真实 spawn pi/omp 验证 pid/receipt 与 ENOENT->no_effect；wrapper 契约可单测但端到端需真实 runtime
[audit-downgraded] 需真实 spawn pi/omp 验证 pid/receipt 与 ENOENT->no_effect；wrapper 契约可单测但端到端需真实 runtime
[shard-pass] test/manage-launch-executor.test.ts: tmp chmod +x stub (`#!/bin/sh echo stub-pid-$$`) spawned via localLaunchExecutor returns {pid:positive, receipt:`pid:<N>`}; nonexistent path /tmp/nonexistent-binary-xyz-... throws with code ENOENT and no_effect===true (the executor rethrows with no_effect set rather than returning the flag).",,src/manage/launch.ts:21 localLaunchExecutor,pass,"test/manage-launch-executor.test.ts: tmp chmod +x stub (`#!/bin/sh echo stub-pid-$$`) spawned via localLaunchExecutor returns {pid:positive, receipt:`pid:<N>`}; nonexistent path /tmp/nonexistent-binary-xyz-... throws with code ENOENT and | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-27,manage,ssh launch executor,pass,作为系统，我希望通过 SSH 在远端 nohup 拉起 agent 并返回远端 pid 与日志回执。,buildSshArgv 包裹 nohup 启动脚本，stdout 取 child pid；非 0 退出按 255 区分 no_effect；回执 ssh:host:pid:logPath。,bun test test/manage-remote-handoff.test.ts,,,,,src/manage/launch.ts:sshLaunchExecutor,pass,"test/manage-remote-handoff.test.ts 7 pass/0 fail
[audit-confirmed] sshLaunchExecutor asserts receipt ssh:host:pid:logPath, alias, /bin/zsh -lic, OVERLOAD_PARENT
[audit-confirmed] sshLaunchExecutor asserts receipt ssh:host:pid:logPath, alias, /bin/zsh -lic, OVERLOAD_PARENT",,,pass,"test/manage-remote-handoff.test.ts 7 pass/0 fail
[audit-confirmed] sshLaunchExecutor asserts receipt ssh:host:pid:logPath, alias, /bin/zsh -lic, OVERLOAD_PARENT
[audit-confirmed] sshLaunchExecutor asserts receipt ssh:host:pid:logPath, alias, /bin/zsh -lic, OVERLOAD_PARENT | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-28,manage,handoff workspace prep,pass,作为系统，我希望在启动前固化源仓库 HEAD/status/patch 指纹并落盘 patch，防止工作区漂移。,要求 handoff 处于 ready_to_launch；取 toplevel/HEAD/status/diff；含未跟踪文件拒绝；写 patch 到 git-dir；回写 packet.workspace 的 root/head/status_sha256/patch_sha256。,代码审查；由 launchHandoff 间接覆盖,,,,,src/manage/launch.ts:prepareHandoffWorkspace,pass,"launchHandoff 在无 workspace.head 时调用，未对未跟踪文件拒绝等不变式独立断言
[audit-downgraded] 需 scratch git repo 验证 toplevel/HEAD/status/diff 抽取、未跟踪文件拒绝、patch 写 git-dir；未建独立 fixture
[audit-downgraded] 需 scratch git repo 验证 toplevel/HEAD/status/diff 抽取、未跟踪文件拒绝、patch 写 git-dir；未建独立 fixture
[shard-pass] test/manage-handoff-workspace.test.ts: tmp git repo (init/commit/tracked unstaged edit) with ready_to_launch handoff; prepareHandoffWorkspace returns root=toplevel, head=HEAD sha, status_sha256/patch_sha256 as 64-hex (patch non-empty), patch_path written into git-dir; re-read DB packet.workspace round-trips root/head/both sha256/patch_pa",,src/manage/launch.ts:34 prepareHandoffWorkspace,pass,"test/manage-handoff-workspace.test.ts: tmp git repo (init/commit/tracked unstaged edit) with ready_to_launch handoff; prepareHandoffWorkspace returns root=toplevel, head=HEAD sha, status_sha256/patch_sha256 as 64-hex (patch non-empty), pat | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-29,manage,handoff launch,pass,作为调度者，我希望在人工确认后真正启动交接：记录不可变尝试日志，失败可重试，结果未知时留下注意力卡。,未 confirmed 抛 invalid；幂等 key 生成 attempt；no_effect 失败回退 ready_to_launch 可重试；真实失败置 launch_unknown 并开 control_attention 卡；成功置 launching。,bun test test/manage-handoff.test.ts / test/manage-remote-handoff.test.ts,,,,,src/manage/launch.ts:launchHandoff,pass,"test/manage-handoff.test.ts 4 pass/0 fail
[audit-confirmed] unconfirmed invalid, idempotency key, no_effect retry attempt_no 1->2, launch_unknown + attention card, success launching
[audit-confirmed] unconfirmed invalid, idempotency key, no_effect retry attempt_no 1->2, launch_unknown + attention card, success launching",,,pass,"test/manage-handoff.test.ts 4 pass/0 fail
[audit-confirmed] unconfirmed invalid, idempotency key, no_effect retry attempt_no 1->2, launch_unknown + attention card, success launching
[audit-confirmed] unconfirmed invalid, idempotency key, no_effect retry attempt_no 1->2, launch_unknown + attention... | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-30,manage,launch reconciliation,pass,作为系统，我希望把已启动的交接与新会话绑定，使后续观察续跑在同一 work 下。,对 launching/launch_unknown 且非 claude 的 handoff，在 ledger 找到 origin=mgmt:handoff:<id> 的会话，绑定 successor session、建 successor execution、置 handoff=bound、关闭 unknown 注意力卡；返回 {bound}。,bun test test/manage-handoff.test.ts,,,,,src/manage/launch.ts:reconcileLaunches,pass,"test/manage-handoff.test.ts 4 pass/0 fail
[audit-confirmed] reconcileLaunches asserts bound=1, new_stable_id, parent_handoff_id, attention resolved
[audit-confirmed] reconcileLaunches asserts bound=1, new_stable_id, parent_handoff_id, attention resolved",,,pass,"test/manage-handoff.test.ts 4 pass/0 fail
[audit-confirmed] reconcileLaunches asserts bound=1, new_stable_id, parent_handoff_id, attention resolved
[audit-confirmed] reconcileLaunches asserts bound=1, new_stable_id, parent_handoff_id, attention resolved | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-31,manage,manage config load,pass,作为运维，我希望从 ~/.overload/config.json 读取 manage 开关与各默认值，缺省安全关闭。,"缺文件时 enabled=false、agents=[pi,omp,claude]、hosts=[local]、lookback_ms=7d、快照/归档默认值齐备；host 从 ~/.overload/host 读取。",未测试（读取用户家目录，受限）,,,,,src/manage/manage.ts:loadManageConfig,pass,"[audit-downgraded] 需可注入配置路径的 fixture 验证 defaults (enabled=false, agents=[pi,omp,claude], hosts=[local], lookback_ms=7d)；未建
[audit-downgraded] 需可注入配置路径的 fixture 验证 defaults (enabled=false, agents=[pi,omp,claude], hosts=[local], lookback_ms=7d)；未建
[shard-pass] test/manage-config-load.test.ts: Empty tmp HOME (no config.json/host) yields enabled=false, agents=[pi,omp,claude], hosts=[{host:local,kind:local}], lookback_ms=604800000 (7d), follow_new=true, snapshot={file_max_bytes:2MB,work_max_bytes:64MB,retain_ms:30d}, archive_grace_ms=1800000, snapshot_root=<home>/artifacts/mgmt. A tmp ~/.ov",,src/manage/manage.ts:20 loadManageConfig,pass,"test/manage-config-load.test.ts: Empty tmp HOME (no config.json/host) yields enabled=false, agents=[pi,omp,claude], hosts=[{host:local,kind:local}], lookback_ms=604800000 (7d), follow_new=true, snapshot={file_max_bytes:2MB,work_max_b | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-32,manage,scan once,pass,作为调度者，我希望一次扫描各主机的会话文件，发现/绑定执行、采集工件、推进游标并做收尾归档，输出计数报告。,"遍历 hosts/sessionDirs/listFiles，按游标增量 readRange；新会话 createDiscoveredWork+bindExecution；collectExecution 后 refreshWorkHints、updateCursor；末尾 deriveCloseoutAndArchive；返回 {hosts,discovered,executions,versions,links,archived,...}。",bun test test/manage-scan.test.ts,,,,,src/manage/manage.ts:scanOnce,pass,"test/manage-scan.test.ts 8 pass/0 fail
[audit-confirmed] 8 tests cover discovery, idempotent rescan, handoff origin, truncation, unavailable host, read-only artifact
[audit-confirmed] 8 tests cover discovery, idempotent rescan, handoff origin, truncation, unavailable host, read-only artifact",,,pass,"test/manage-scan.test.ts 8 pass/0 fail
[audit-confirmed] 8 tests cover discovery, idempotent rescan, handoff origin, truncation, unavailable host, read-only artifact
[audit-confirmed] 8 tests cover discovery, idempotent rescan, handoff origin, truncation, unavailable host, read-only artifact | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-33,manage,list works,pass,作为用户，我希望列出所有（或按 tracking/paused/archived 过滤）受管工作及其执行数与覆盖度。,JOIN control_works+mgmt_work_profile，按 updated_at DESC；附带 executions 子查询与 coverage（单值或 gapped）。,bun test test/manage-identity.test.ts,,,,,src/manage/manage.ts:listWorks,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] listWorks asserts work_id/track_state and paused filter
[audit-confirmed] listWorks asserts work_id/track_state and paused filter",,,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-confirmed] listWorks asserts work_id/track_state and paused filter
[audit-confirmed] listWorks asserts work_id/track_state and paused filter | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
MAN-34,manage,show work detail,pass,作为用户，我希望查看单个工作的完整现场：别名、提示、执行、输入、工件、链接、交接与未决注意力。,不存在返回 null；存在时展开 canonical_work_id/scope/aliases/hints/executions/inputs/artifacts/links/handoffs/attention。,bun test test/manage-identity.test.ts,,,,,src/manage/manage.ts:showWork,pass,"test/manage-identity.test.ts 9 pass/0 fail
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-34 showWork detail graph' asserts null for missing and canonical/scope/aliases/hints/executions/inputs/artifacts/links/handoffs/attention buckets
[audit-new-test] test/manage-audit-coverage.test.ts: manage-audit 'MAN-34 showWork detail graph' asserts null for missing and canonical/scope/aliases/hints/executions/inputs/artifacts/links/handoffs/attention buckets",,,pass,new test test/manage-audit-coverage.test.ts: manage-audit 'MAN-34 showWork detail graph' asserts null for missing and canonical/scope/aliases/hints/executions/inputs/artifacts/links/handoffs/attention buckets | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),"原用例仅断言 canonical_work_id 与 executions isArray，其余 8 个 bucket 未断言
原用例仅断言 canonical_work_id 与 executions isArray，其余 8 个 bucket 未断言"
